,Raw Values,Normalized Values
0,73.96732207,0.6754244391762585
1,74.93588199999998,0.6845252374176375
2,76.12416182,0.6956905711891083
3,78.14070732,0.7146384681355171
4,79.32983574,0.7258117755358241
5,78.71041827,0.7199915952381988
6,80.26978421,0.7346437343210311
7,80.27282792,0.734672333677413
8,80.35342468,0.7354296382374611
9,79.48652315,0.7272840442733655
10,80.78327674,0.7394686210102682
11,79.50815854,0.7274873350694896
12,79.30203285,0.725550533577965
13,80.80262407,0.7396504127005762
14,80.37778929,0.7356585733740199
15,80.47923735,0.7366118012512451
16,81.42356028,0.74548486340718
17,81.37357535,0.7450151942117597
18,81.69094215,0.7479972411929022
19,80.18124978,0.7338118456996988
20,81.76717835,0.7487135729896237
21,81.25978065,0.7439459546391105
22,80.30293653,0.7349552406782616
23,81.11459031,0.7425817148538272
24,81.74810877,0.7485343910982897
25,81.99460747,0.7508505461094331
26,81.2580527,0.7439297184477979
27,83.11803871,0.7614065486206069
28,81.24702121,0.7438260641857516
29,82.73586941,0.7578156033567975
30,81.72332602,0.7483015270280028
31,81.56235567,0.7467890148614152
32,81.43553422,0.7455973731329275
33,81.90815592,0.7500382286783326
34,82.45575098,0.7551835501031369
35,83.02758267,0.7605566041367853
36,83.36235646,0.7637022109546224
37,81.88701566,0.749839590230601
38,82.88189183,0.75918766154543
39,83.57965349,0.765743980768991
40,83.76141298,0.7674518321839736
41,82.30991906,0.7538132818936384
42,83.05136903,0.7607801059114838
43,83.26333638,0.7627717969017458
44,84.09700706,0.7706051466237741
45,83.5464428,0.7654319259546367
46,83.48998999,0.7649014831621408
47,83.43534304,0.7643880086201404
48,85.18336642,0.7808128137456152
49,85.34462435,0.7823280280759793
50,84.67196172,0.7760075447578789
51,85.30276155,0.7819346761678334
52,84.34921079,0.7729749073286727
53,84.55584383,0.7749164759903483
54,83.77113659999998,0.7675431974170941
55,85.29834063,0.7818931362489134
56,85.40014591,0.7828497206423924
57,85.10730255,0.7800981011987845
58,84.97405668,0.7788460942327654
59,85.43784202,0.7832039214315939
60,84.83484013,0.7775379854682299
61,84.94715827,0.7785933509642885
62,86.16861901,0.7900704598247651
63,86.37621858,0.7920211102110216
64,86.3421685,0.7917011683069798
65,86.61918376,0.7943040635052595
66,86.30151068,0.7913191386511027
67,86.57173751,0.7938582482952911
68,86.48675455,0.7930597300529401
69,87.52018696,0.8027700841241767
70,87.00908412,0.7979676514781804
71,86.96641259,0.7975667005683271
72,88.62366147,0.813138568891056
73,88.59942914,0.8129108766859401
74,89.44293245,0.8208366159225875
75,87.98565262,0.8071436999725531
76,89.75558903,0.8237744046595421
77,88.80257312,0.8148196613864706
78,89.7298597,0.8235326463191823
79,90.22009915,0.8281390420477508
80,89.44223536,0.8208300659144263
81,90.50690649,0.8308339457440937
82,90.89985471,0.8345261720676925
83,89.52273909,0.8215864963445066
84,90.79023919,0.8334962009727249
85,91.52798129,0.8404281850434178
86,90.30234442,0.8289118363637182
87,91.69464161,0.8419941613967485
88,90.61223839,0.8318236670205884
89,91.35611449,0.8388132874797828
90,91.1192753,0.8365878953103569
91,92.2779806,0.8474753405059441
92,91.93466396,0.8442494632248673
93,91.26341409,0.8379422545047813
94,91.03317052,0.8357788362050538
95,90.54178741,0.8311616944001771
96,89.31712427,0.819654495097813
97,88.60863427,0.8129973700750643
98,88.00860982,0.8073594107808528
99,87.98743420000002,0.8071604400829261
100,87.62276247,0.8037339057650498
101,86.35545122,0.7918259756122095
102,86.69530437,0.795019309193382
103,84.67963832,0.7760796757490709
104,84.07484551,0.7703969119146775
105,84.35696223,0.7730477415326646
106,84.58044581,0.7751476415066819
107,82.68818775,0.7573675761836374
108,82.69563236,0.7574375273466963
109,83.76512879,0.7674867467370806
110,82.98957536,0.7601994792451872
111,82.23041088,0.7530662058663251
112,83.88653506,0.7686275062649999
113,81.89958882,0.7499577303568569
114,81.51452457,0.746339583517747
115,82.75784339,0.7580220756176727
116,82.38401128,0.7545094683913349
117,83.21031771,0.7622736220302163
118,82.8468474,0.7588583765140804
119,80.83401484,0.7399453671536388
120,80.57814533,0.7375411619883162
121,82.38411475,0.7545104406177969
122,82.14105996,0.7522266453286499
123,81.51010328,0.7462980401222271
124,80.32038196,0.7351191617054964
125,81.37765072,0.7450534872682658
126,82.57875201,0.7563392943403693
127,83.67102071,0.7666024868968416
128,82.31952904,0.7539035793407812
129,84.00735878,0.7697627920273304
130,84.15133223,0.7711155976514132
131,85.42547113,0.7830876818779338
132,86.54847695,0.7936396870509274
133,87.29964034,0.800697780460491
134,86.08152742,0.7892521284396221
135,85.88428549,0.7873988006753089
136,85.56048471,0.7843562986288107
137,85.13496309,0.7803580056053064
138,86.6109496,0.7942266935599147
139,86.15758118,0.7899667459907097
140,85.23120601,0.7812623248631567
141,85.93395961,0.7878655494328567
142,85.11561607,0.7801762168278253
143,85.86375607,0.7872059018121146
144,83.48616417,0.7648655349313196
145,85.48938451,0.7836882257970947
146,83.14095879,0.7616219106413713
147,83.35164174,0.7636015331318956
148,83.69802526,0.7668562274796771
149,83.80362667,0.7678484811303264
150,83.50931286,0.7650830450210073
151,83.4881532,0.7648842242866867
152,84.0784573,0.7704308490734036
153,82.26519820000001,0.7533930750365978
154,82.83535437,0.7587503855225347
155,82.04034143,0.7512802722728305
156,81.50854903,0.7462834360536211
157,82.36420121,0.7543233286960684
158,80.58482816,0.7376039553020056
159,80.9978684,0.7414849705839519
160,81.16723557,0.743076381084367
161,80.31567859,0.7350749678253877
162,79.66605694,0.7289709825305575
163,79.8814896,0.7309952343218364
164,78.09314197,0.7141915338362316
165,77.72449282,0.7107276268211995
166,78.41045288,0.7171730556628658
167,77.1646548,0.7054672679006389
168,75.35177264,0.6884330356734647
169,76.18233367,0.696237166452633
170,74.56924109,0.6810802002592807
171,73.50573006,0.6710872209797112
172,74.57014555,0.6810886987607389
173,72.68741156,0.6633981236559267
174,73.52553931,0.6712733529700807
175,72.82721113,0.6647117106022723
176,72.77529924,0.6642239352746077
177,73.83093472,0.6741429141858263
178,73.13846943,0.6676363607984194
179,75.34241901,0.6883451469462752
180,74.81298165,0.6833704391914247
181,76.34122004,0.697730097093151
182,75.35202093,0.6884353686599174
183,76.16336404,0.6960589237130809
184,77.01836571,0.7040927040231048
185,78.61550225,0.7190997438192631
186,77.52448684,0.7088483274462509
187,79.26428222,0.7251958205070711
188,77.39280881,0.7076110522434123
189,78.22049763,0.7153881951172301
190,78.35412045,0.7166437439868433
191,80.11719562,0.7332099789812594
192,80.49280262,0.7367392634572852
193,78.8077078,0.7209057486696013
194,80.44409017,0.7362815507587087
195,79.70186363,0.7293074299214604
196,80.17581648,0.7337607932396977
197,80.00900765,0.7321934214543396
198,79.75172848,0.729775970819272
199,81.54395534,0.7466161213875908
200,81.30146345,0.7443376152283895
201,81.19987815,0.7433830978144903
202,81.68924032,0.7479812504307496
203,80.85042358,0.7400995472177834
204,80.22887183,0.7342593127644275
205,80.54340412,0.7372147260775602
206,82.69675156,0.7574480435915627
207,82.87691879,0.7591409337877721
208,81.39294104,0.7451971584165922
209,81.09516526,0.7423991928896172
210,82.01953528,0.7510847731948024
211,81.3269712,0.7445772915552241
212,82.31148178,0.7538279655481932
213,83.32496669,0.7633508886022083
214,83.21001771,0.762270803165438
215,82.25146959,0.753264078052648
216,83.11339476,0.7613629130636487
217,84.61722355,0.7754932130930616
218,84.37223101,0.7731912102865001
219,84.79520638,0.7771655781951979
220,83.63540044,0.7662677911485121
221,82.62589147,0.7567822268852533
222,83.2559329,0.7627022322050481
223,84.38916448,0.7733503208270286
224,83.18147487,0.7620026084776029
225,83.48184527,0.7648249536143487
226,82.68143532,0.7573041288933196
227,82.97997961,0.7601093155061972
228,84.13486850000002,0.7709609008893551
229,83.54342224,0.7654035441206537
230,82.56862498,0.7562441385797811
231,83.45096889,0.7645348324807971
232,83.45143576,0.7645392192921274
233,82.88039053,0.7591735550064576
234,82.57263847,0.7562818501984455
235,83.85374038,0.768319360370434
236,82.44444475,0.7550773143247265
237,82.11652105,0.7519960724316549
238,82.52409712,0.7558257451924143
239,83.22921909,0.7624512234780314
240,83.55667979,0.7655281149231284
241,82.69741029,0.7574542331608809
242,82.24032523,0.7531593632397098
243,82.18283255,0.7526191496041569
244,81.91025778,0.7500579782087428
245,81.92220756,0.7501702609219135
246,83.08562271,0.7611019608850885
247,81.94416494,0.7503765772056041
248,83.33882055,0.763481062462203
249,82.73869514,0.7578421545260314
250,81.52296852,0.7464189246952313
251,81.42689951,0.7455162395332928
252,83.44744203,0.7645016933426898
253,83.17741645,0.7619644746869568
254,81.39971499,0.7452608079134769
255,81.49327887,0.7461399543330078
256,81.42247440000001,0.7454746602442284
257,80.01620011,0.7322610033615523
258,81.18422859,0.7432360511695539
259,78.87746103,0.721561165080349
260,79.32870176,0.7258011204148863
261,78.53209148,0.7183159982136318
262,77.31031199,0.7068358943093281
263,78.60147648,0.7189679546557882
264,80.59333215,0.7376838606282942
265,80.34151261,0.735317709855593
266,82.61994773,0.7567263782207941
267,82.02344746,0.7511215328828312
268,84.359617,0.7730726863248236
269,85.67172288,0.7854015164935537
270,85.56966109,0.784442521876727
271,86.33936754,0.7916748498820144
272,85.82410266,0.7868333098094776
273,85.67514744,0.7854336943987718
274,86.73557359,0.7953976874797496
275,86.71059894,0.7951630202756261
276,84.49232932,0.7743196799398344
277,84.57715258,0.7751166976065017
278,86.11829435,0.7895975984529077
279,85.81371619,0.786735716294629
280,84.01298513,0.7698156584268163
281,85.86114419,0.787181360023657
282,84.63378489,0.7756488270197568
283,84.6204503,0.7755235323328069
284,84.30866618,0.7725939414184007
285,83.42961151,0.7643341539266633
286,84.55433571,0.7749023053691833
287,83.45318420000002,0.7645556480119046
288,84.33273465,0.7728200939595746
289,83.62480036,0.7661681905079791
290,83.82024756,0.7680046546016801
291,82.82118107,0.7586172101353239
292,82.48534664,0.7554616373150251
293,82.41635233,0.7548133518804695
294,82.85831903,0.7589661664266052
295,81.22431855,0.7436127450902543
296,81.3498204,0.7447919875722036
297,80.37310562,0.7356145645993649
298,79.5603305,0.7279775540710307
299,79.97472613,0.7318713048900833
300,79.68231758,0.7291237710151232
301,78.25736747,0.7157346320950968
302,78.15867147,0.714807263167878
303,76.50030119,0.6992248579286077
304,76.28318438,0.6971847815002736
